ISMN,annee_sortie,arrangeur,artiste,collection,compositeur,description,duree,edition,genre,instrumentation,niveau,partie_euro,ref_editeur,sous_titre,style,titre,url
,,John Cacavas,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF005678,,,"Christmas March, The",https://www.musicshopeurope.fr/christmas-march-the-alf005678?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5050
,,,,,Patrick Wilson,This outstanding composition is a contemporary musical painting that depicts the composer's impressions of the rich heritage of the Russian people and the recent changes in the former Soviet Union.,,Alfred Music Publications,,Orchestre d'Harmonie,4.0,"No, digital available",ALF005677,,,Russian Impressions,https://www.musicshopeurope.fr/russian-impressions-alf005677?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5050
,,Frank Erickson,,,Johann Sebastian Bach,,,Alfred Music Publications,Pièce de concert,Orchestre d'Harmonie,,"No, digital available",ALF005675,Adapted from Cantata No. 141 -- Wachet Auf,,Prelude and Gloria,https://www.musicshopeurope.fr/prelude-and-gloria-alf005675?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5050
,,,,,Jan Eriksen,"Alfred is pleased to make this refreshing work by a renowned Norwegian composer available for the first time to concert bands around the world. Its simple and modest opening evolves into a bright-hued Trio with changing tonalities and interesting polyrhythms that migrate between sections. Individual parts are not difficult to play, yet imaginative orchestration makes the piece sound more complex than it actually is.",,Alfred Music Publications,,Orchestre d'Harmonie,4.0,"No, digital available",ALF005674,,,Norwegian Colors,https://www.musicshopeurope.fr/norwegian-colors-alf005674?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5050
,,,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF005673,,,Trumpet Concerto In Eb Major,https://www.musicshopeurope.fr/trumpet-concerto-in-eb-major-alf005673?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5050
,,,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF005672,,,Trocadero,https://www.musicshopeurope.fr/trocadero-alf005672?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5050
,,,,,Frank Erickson,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF005671,,,Overture Sonatine,https://www.musicshopeurope.fr/overture-sonatine-alf005671?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5050
,,,,,Patrick Wilson,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF005654,,Musique du Monde,Tribal Dance,https://www.musicshopeurope.fr/tribal-dance-alf005654
,,,,,Jack Bullock,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00B21B9903,,,For'C'sle Songs,https://www.musicshopeurope.fr/for-c-sle-songs-alf00b21b9903?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,,,,Jack Bullock,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00B21B9902,,,Old MaCDonald Had A Band,https://www.musicshopeurope.fr/old-macdonald-had-a-band-alf00b21b9902?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,,,,Jack Bullock,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00B21B9802,,,Honor and Glory,https://www.musicshopeurope.fr/honor-and-glory-alf00b21b9802?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,Jack Bullock,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00B21B9801,,,The Legacy of Christmas,https://www.musicshopeurope.fr/the-legacy-of-christmas-alf00b21b9801?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,Clark Tyler,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00960,,,Festival Of Eternal Lights,https://www.musicshopeurope.fr/festival-of-eternal-lights-alf00960?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,,,,John Kinyon,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00959,,,Brothers Two,https://www.musicshopeurope.fr/brothers-two-alf00959?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00955,,,Turkish March,https://www.musicshopeurope.fr/turkish-march-alf00955?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,John Kinyon,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00947,,,Songs of the Sea (Medley),https://www.musicshopeurope.fr/songs-of-the-sea-medley-alf00947?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,,,,John Kinyon,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00944,,,Royal March,https://www.musicshopeurope.fr/royal-march-alf00944?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,John Kinyon,,,Edward Elgar,,,Alfred Music Publications,Pièce de concert,Orchestre d'Harmonie,,"No, digital available",ALF00942,,,Pomp and Circumstance,https://www.musicshopeurope.fr/pomp-and-circumstance-alf00942?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,John Kinyon,,,Franz Schubert,,,Alfred Music Publications,Pièce de concert,Orchestre d'Harmonie,,"No, digital available",ALF00930,,,March Militaire,https://www.musicshopeurope.fr/march-militaire-alf00930?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,John Kinyon,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00928,Clarinet Section Feature,,Londonderry Air,https://www.musicshopeurope.fr/londonderry-air-alf00928?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,John Kinyon,,,Georg Friedrich Händel,,,Alfred Music Publications,Pièce de concert,Orchestre d'Harmonie,,"No, digital available",ALF00922,,,Hail the Conquering Hero,https://www.musicshopeurope.fr/hail-the-conquering-hero-alf00922?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,,,,John Kinyon,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00917,,,Concerto For Drum Pads,https://www.musicshopeurope.fr/concerto-for-drum-pads-alf00917?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,John Kinyon,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00912,,,Christmas Chimes,https://www.musicshopeurope.fr/christmas-chimes-alf00912?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5075
,,,,,Mark Williams,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF005652,,,Andromeda Overture,https://www.musicshopeurope.fr/andromeda-overture-alf005652
,2012,,,,Martin Mailman,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0084711,,,"Geometrics in Sound, Op. 29",https://www.musicshopeurope.fr/geometrics-in-sound-op-29-alf0084711
,1991,James D. Ployhar,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00939,,,The Civil War,https://www.musicshopeurope.fr/the-civil-war-alf00bd00939?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,Robert W. Smith,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00935,"Trumpet, Clarinet, Flute, or Alto Saxophone Solo Feature",,Christmas Concerto,https://www.musicshopeurope.fr/christmas-concerto-alf00bd00935?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,1991,Jerry Brubaker,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00934,,,Christmas Magic,https://www.musicshopeurope.fr/christmas-magic-alf00bd00934?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,,,,Robert W. Smith,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00933,,,Symphonic Festival (An Overture for Band),https://www.musicshopeurope.fr/symphonic-festival-an-overture-for-band-alf00bd00933?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,,,,Robert W. Smith,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00924,,,Affirmation Overture,https://www.musicshopeurope.fr/affirmation-overture-alf00bd00924?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,,,,Paul Cook,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00903,,,Crestar Overture,https://www.musicshopeurope.fr/crestar-overture-alf00bd00903?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,Robert W. Smith,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00900,Flute Solo,,"Precious Lord, Take My Hand",https://www.musicshopeurope.fr/precious-lord-take-my-hand-alf00bd00900?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,,,,Leonard B. Smith,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00893,,,Belwin Warm-Ups for Symphonic Band,https://www.musicshopeurope.fr/belwin-warm-ups-for-symphonic-band-alf00bd00893?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,Paul Cook,,,Leroy Anderson,,,Alfred Music Publications Germany,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00839,Trumpet Section Feature,,Bugler's Holiday,https://www.musicshopeurope.fr/bugler-s-holiday-alf00bd00839?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00828,,,Heraldic Legend,https://www.musicshopeurope.fr/heraldic-legend-alf00bd00828?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,,,,Robert W. Smith,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00812,,,Portsmouth Overture,https://www.musicshopeurope.fr/portsmouth-overture-alf00bd00812?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,1988,,,,James D. Ployhar,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00806,,,Second Concerto for Faculty and Band,https://www.musicshopeurope.fr/second-concerto-for-faculty-and-band-alf00bd00806?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,1987,James D. Ployhar,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00797,,,Ding! Dong! Merrily on High,https://www.musicshopeurope.fr/ding-dong-merrily-on-high-alf00bd00797?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,James D. Ployhar,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD00621,for Band with Audience Participation,,Christmas Sing-a-Long,https://www.musicshopeurope.fr/christmas-sing-a-long-alf00bd00621?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5100
,,,,,Mark Williams,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF005651,,,Swashbuckler's March,https://www.musicshopeurope.fr/swashbuckler-s-march-alf005651
,2007,,,,Leroy Anderson,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF0084063,,,Sandpaper Ballet,https://www.musicshopeurope.fr/sandpaper-ballet-alf0084063
,,Calvin Custer,,,Adolphe Charles Adam,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD01080,,,O Holy Night,https://www.musicshopeurope.fr/o-holy-night-alf00bd01080?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5125
,,James D. Ployhar,,,,,,Alfred Music Publications,,Orchestre d'Harmonie,,"No, digital available",ALF00BD01066,,,Simple Gifts,https://www.musicshopeurope.fr/simple-gifts-alf00bd01066?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5125
,,,,,Robert Washburn,"Robert Washburn's PARTITA was originally written for the Crane Wind Ensemble of the State University of New York at Potsdam. In PARTITA II, Washburn has transposed to a lower key, reduced range demands and made greater use of doubling to make this classic work more accessible to most performing bands. PARTITA II works!",,Alfred Music Publications,,Orchestre d'Harmonie,3.0,"No, digital available",ALF00BD01054,,,Partita II,https://www.musicshopeurope.fr/partita-ii-alf00bd01054?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d5125
