ISMN,annee_sortie,arrangeur,artiste,collection,compositeur,description,duree,edition,genre,instrumentation,niveau,partie_euro,ref_editeur,sous_titre,style,titre,url
,2025,Johnnie Vinson,,Discovery Plus Concert Band,"Andreas Carlsson,Jacob Schulze",The signature hit from the iconic boy band *NSYNC is available here in this fun and highly accessible arrangement for young bands. Percussion and low brass create the infectious dance groove while the winds capture the unforgettable melody. The musicians will love this just as much as the parents.,,Hal Leonard,Pop & rock,Orchestre d'Harmonie,2.0,True,HL04009061,,,Bye Bye Bye,https://www.musicshopeurope.fr/bye-bye-bye-hl04009061?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc
,2025,Paul Murtha,Billy Joel,Young Concert Band,,"With a catalog spanning 50 years and more than 150 million albums sold, Billy Joel's music lives in the Pantheon of rock and roll. This amazing medley for concert band showcases some of his most iconic hits that will be loved by everyone from the grandparents to musicians. Features It's Still Rock and Roll to Me, Just the Way You Are, Piano Man, Uptown Girl, and You May Be Right.",,Hal Leonard,Pop & rock,Orchestre d'Harmonie,3.0,True,HL04009059,,,Billy Joel in Concert,https://www.musicshopeurope.fr/billy-joel-in-concert-hl04009059?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc
,2025,Johnnie Vinson,,Discovery Plus Concert Band,Danny Elfman,"Boys and girls of every age. Would you like to see something strange? Young concert bands are now able to enjoy one of the most popular movie songs of all time. An excellent choice for reinforcing chromaticism, this is perfect for programming at anytime of the year!",,Hal Leonard,"TV, Film, Comédie musicale",Orchestre d'Harmonie,2.0,True,HL04009069,,,This Is Halloween,https://www.musicshopeurope.fr/this-is-halloween-hl04009069?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc
,2025,Paul Murtha,Bruce Springsteen,Young Concert Band,,This burning arrangement of the classic Springsteen hit has all of the fire and power of the original. Driving percussion and perfect scoring will bring the audience out of their seats. The saxes get to play the iconic Clarence Clemons solo. A hit!,,Hal Leonard,Pop & rock,Orchestre d'Harmonie,3.0,True,HL04009022,,,Born to Run,https://www.musicshopeurope.fr/born-to-run-hl04009022?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc
,2024,John Glenesk Mortimer,,,Adolphe Adam,,00:03:23,Editions Marc Reift,,Concert Band,3.0,False,EMR42856,Overture,,Giralda,https://www.musicshopeurope.fr/giralda-emr42856?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,John Glenesk Mortimer,,,Frédéric Chopin,,00:02:15,Editions Marc Reift,,Concert Band,2.0,False,EMR42855,Op. 28,,Prelude No. 4,https://www.musicshopeurope.fr/prelude-no-4-emr42855?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,,,,Jerome Naulais,,00:03:44,Editions Marc Reift,,Concert Band and 1-4 Soloists,2.5,False,EMR42854,,,Amazing Grace,https://www.musicshopeurope.fr/amazing-grace-emr42854?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,John Glenesk Mortimer,,,Eric Coates,,00:02:19,Editions Marc Reift,,Concert Band,2.5,False,EMR42853,,,Sleepy Lagoon,https://www.musicshopeurope.fr/sleepy-lagoon-emr42853?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,John Glenesk Mortimer,,,Gustav Mahler,,00:04:29,Editions Marc Reift,,Concert Band,2.0,False,EMR42852,from Symphony No. 1,,Funeral March,https://www.musicshopeurope.fr/funeral-march-emr42852?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,Michal Worek,,,Kurt Weill,,00:04:19,Editions Marc Reift,,Concert Band,2.5,False,EMR42851,A Tango Habanera,,Youkali,https://www.musicshopeurope.fr/youkali-emr42851?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,John Glenesk Mortimer,,,Johann Strauss,,00:02:20,Editions Marc Reift,,Concert Band,2.5,False,EMR42850,Op. 467 from Waldmeister,,Es War So Wunderschön,https://www.musicshopeurope.fr/es-war-so-wundersch%c3%b6n-emr42850?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,Karel Chudy,,,Johann Strauss II,,00:02:27,Editions Marc Reift,,Concert Band,3.0,False,EMR42849,from Indigo and the Forty Thieves,,Indigo Marsch,https://www.musicshopeurope.fr/indigo-marsch-emr42849?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,,,,Jerome Naulais,,00:06:28,Editions Marc Reift,,Concert Band and 1-4 Soloists,2.5,False,EMR42848,,,Pop Folk Suite,https://www.musicshopeurope.fr/pop-folk-suite-emr42848?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,John Glenesk Mortimer,,,Richard Strauss,,00:05:42,Editions Marc Reift,,Concert Band,2.0,False,EMR42847,des Johanniter-Ordens TrV 224,,Feierlicher Einzug,https://www.musicshopeurope.fr/feierlicher-einzug-emr42847?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,James L. Hosay,,,Lee Elwood Holdridge,,00:03:30,Musikverlag Siegfried Rundel,"TV, Film, Comédie musicale",Concert Band,3.0,False,MVSR2144,Main Theme,,East of Eden,https://www.musicshopeurope.fr/east-of-eden-mvsr2144?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2024,Matt Conaway,Taylor Swift,Discovery Plus Concert Band,"Brendon Urie,Joel Little","Originally released in 2019, this Taylor Swift hit has become one of her enduring classics. With its underlying marching percussion style pulse and an upbeat and catchy melody, this is an appealing and effective arrangement for young players.",,Hal Leonard,Pop & rock,Orchestre d'Harmonie,2.0,True,HL04008808,,,Me!,https://www.musicshopeurope.fr/me-hl04008808?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
9790035257234,2024,,,Amstel Concert Band,Johan de Meij,"1. Barcelona 1945 2. Los Libros Olvidados – El Cementerio 3. Las Ramblas - Els Quatre Gats 4. Coubert - El Hombre sin Rostro 5. Bea (Beatriz) 6. El Inspector Fumero 7. La Ciudad de las Sombras Il s'agit d'une histoire enveloppée dans une histoire qui se déroule à Barcelone en 1945, après la Seconde Guerre mondiale. Le protagoniste,  Daniel Sempere , est le fils adolescent d'un marchand de livres anciens, qui l'emmène",00:22:30,Amstel Music,Pièce de concert,Orchestre d'Harmonie,5.0,True,AM 186-010,Inspired by LA SOMBRA DEL VIENTO by Carlos Ruiz Zafón,,Los Libros Olvidados,https://www.musicshopeurope.fr/los-libros-olvidados-am%20186--010?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
9790035245538,2024,Wolfgang Wössner,Bee Gees,Ovation Series,,"Revivez les jours de gloire du disco avec  NIGHT FEVER - A Tribute to the BEE GEES . Arrangé par Wolfgang Wössner, ce spectaculaire medley fait revivre les plus grands succès de ce légendaire groupe pop que sont les Bee Gees. Vous aimerez les rythmes disco irrésistibles de  Night Fever , la ballade romantique  How Deep Is Your Love , les sons emblématiques de  Stayin' Alive  et les grooves effrénés de  You Should Be",00:08:00,Mitropa Music,Pop & rock,Orchestre d'Harmonie,3.5,True,2253-24-010 M,Night Fever - How Deep Is Your Love - Stayin' Alive - You Should Be Dancing,,NIGHT FEVER - A Tribute to the BEE GEES,https://www.musicshopeurope.fr/night-fever-a-tribute-to-the-bee-gees-2253--24--010%20m?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
,2016,,,Activist Music,Alex Shapiro,"Pensive and emotional, the unusual, textural music of MOMENT offers reflection and stillness in an often frenetic world. Repeating notes and haunting, lyrical lines give musicians the opportunity to explore expression through subtlety. Evocative sounds conjure fleeting, contrasting images, as the wind band creates a seamless fabric woven from the union of their instruments, their chant-like voices, and the ghostly",,Activist Music,,Concert Band,4.0,False,HL04004849,,Concert,Moment,https://www.musicshopeurope.fr/moment-hl04004849?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
9790035257418,2024,Johan de Meij,,Amstel Concert Band,Serge Prokofieff,"The Stone Flower  (opus 118) de Sergei Prokofiev est son huitième et dernier ballet, composé entre 1948 et 1950. Ses ballets les plus célèbres sont  Roméo et Juliette ,  Cendrillon  et  Le Pas d'Acier . The Stone Flower  est basée sur un conte populaire russe des montagnes de l’Oural. La première de l’oeuvre a eu lieu en 1954, un an après la mort du compositeur. L’intrigue du ballet, riche de mythes et de légendes,",00:14:00,Amstel Music,Ballet,Orchestre d'Harmonie,4.0,True,AM 211-010,Suite from the Ballet,Classique,The Stone Flower,https://www.musicshopeurope.fr/the-stone-flower-am%20211--010?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d50
9790065176178,2024,,,Torstein Aagaard-Nilsen Edition Concert Band,Torstein Aagaard-Nilsen,"""Pang"" is an onimatopoeia that discribes the brutal forces unleashed from the very first bar. The stream of energy contiunes throughout the piece. The piece was comissioned by Bispehaugen Ungdomskorps (Bispehaugen Concert Band) in 1998. A version for brass band was written for Manger Musikklag and recorded by them on ""Grafitti"", Bjørn Sagstad conducting.",00:02:15,Norsk Noteservice,,Concert Band,5.0,False,NNS9790065176178,,,PANG Introduction No. 4,https://www.musicshopeurope.fr/pang-introduction-no-4-nns9790065176178
,2024,,,,Andrew Robertson Mackereth,,00:04:14,Editions Marc Reift,,Concert Band,2.0,False,EMR42889,,,Aeternus Deus,https://www.musicshopeurope.fr/aeternus-deus-emr42889?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,Kevin Horner,,,Arthur Gullidge,,00:04:03,Editions Marc Reift,,Concert Band,2.5,False,EMR42888,March,,Victorious,https://www.musicshopeurope.fr/victorious-emr42888?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,,,,Jirka Kadlec,,00:03:21,Editions Marc Reift,,Orchestre d'Harmonie et Solo,3.0,False,EMR42887,"Op. 3, No. 1 - Inspired by Anton Rubinstein",,Melody in F,https://www.musicshopeurope.fr/melody-in-f-emr42887?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,,,,Jirka Kadlec,,00:03:21,Editions Marc Reift,,Concert Band,3.0,False,EMR42886,"Op. 3, No. 1 - Inspired by Anton Rubinstein",,Melody in F,https://www.musicshopeurope.fr/melody-in-f-emr42886?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,Karel Chudy,,,Jean-Philippe Rameau,,00:03:34,Editions Marc Reift,,Concert Band,2.0,False,EMR42885,,,Hymne à la nuit,https://www.musicshopeurope.fr/hymne-%c3%a0-la-nuit-emr42885?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,Michal Worek,,,Emmerich Kalman,,00:02:52,Editions Marc Reift,,Concert Band,2.5,False,EMR42884,March,,Der Teufelsreiter,https://www.musicshopeurope.fr/der-teufelsreiter-emr42884?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,Bertrand Moren,,,Nikolaï Rimsky-Korsakov,,00:03:33,Editions Marc Reift,,Concert Band,4.0,False,EMR42883,from The Snow Maiden,,Dance Of The Tumblers,https://www.musicshopeurope.fr/dance-of-the-tumblers-emr42883?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,Kevin Horner,,,Arthur Gullidge,,00:06:12,Editions Marc Reift,,Orchestre d'Harmonie et Solo,5.0,False,EMR42882,,,Jubilate,https://www.musicshopeurope.fr/jubilate-emr42882?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,,,,Jirka Kadlec,,00:02:38,Editions Marc Reift,,Concert Band,3.0,False,EMR42881,,,Red River Valley,https://www.musicshopeurope.fr/red-river-valley-emr42881?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,John Glenesk Mortimer,,,Nikolaï Rimsky-Korsakov,,00:03:39,Editions Marc Reift,,Concert Band,4.0,False,EMR42880,,,The Tsar's Bride,https://www.musicshopeurope.fr/the-tsar-s-bride-emr42880?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,,,,Bertrand Moren,,00:04:26,Editions Marc Reift,,Concert Band,3.0,False,EMR42879,,,Celtic Fairies,https://www.musicshopeurope.fr/celtic-fairies-emr42879?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,John Glenesk Mortimer,,,Antonio Salieri,,00:03:39,Editions Marc Reift,,Concert Band,3.5,False,EMR42878,Overture from Cesare in Farmacusa,,La Tempesta Di Mare,https://www.musicshopeurope.fr/la-tempesta-di-mare-emr42878?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,Michal Worek,,,Julius Fucik,,00:02:26,Editions Marc Reift,,Concert Band,2.0,False,EMR42877,from Requiem,,Sanctus,https://www.musicshopeurope.fr/sanctus-emr42877?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,,,,Jirka Kadlec,,00:02:33,Editions Marc Reift,,Concert Band,3.0,False,EMR42876,,,Oh My Darling Clementine,https://www.musicshopeurope.fr/oh-my-darling-clementine-emr42876?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
,2024,John Glenesk Mortimer,,,Julius Fucik,,00:03:11,Editions Marc Reift,,Concert Band,3.0,False,EMR42875,Op. 160,,Mississipi River,https://www.musicshopeurope.fr/mississipi-river-emr42875?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d75
9790661027935,2024,Lars Erik Gudim,,,Sammy Cahn,,,Norsk Noteservice,Jazz,Concert Band and Vocal,4.0,False,NNS9790661027935,,,Ain't That A Kick In The Head,https://www.musicshopeurope.fr/ain-t-that-a-kick-in-the-head-nns9790661027935
,2024,John Glenesk Mortimer,,,Adolphe Adam,,00:03:23,Editions Marc Reift,,Concert Band,3.0,False,EMR42856,Overture,,Giralda,https://www.musicshopeurope.fr/giralda-emr42856
9790035256367,2024,,,Concert and Contest Collection CBHA,Thierry Deleruyelle,"Chorale for Peace  est un chant d’espoir et de paix envers l’humanité. Par la commande de cette œuvre, l’orchestre d’harmonie du Portel (France) a tenu à rendre hommage aux victimes du 8 septembre 1943, lorsqu’une centaine d’avions alliés larguèrent plus de 5000 bombes sur la ville de Boulogne et ses environs. En fait, cette opération n’était qu’une diversion pour faire croire à un débarquement prochain dans le nord",00:06:20,De Haske Publications,Hymnes et chorals,Orchestre d'Harmonie,3.0,True,DHP 1246518-010,,,Chorale for Peace,https://www.musicshopeurope.fr/chorale-for-peace-dhp%201246518--010?returnurl=%2fpartitions%2fband%2forchestre-d-harmonie%2ftype%2520de%2520produit%3dconducteur%2520-15%3d%2520parties%2f%3fsort%3dmarketable%2bfrom_desc%26count%3d100
